"","Pos","Points","Assists","Rebounds","Year"
"3626","PG",8.3,2.7,1,2020
"3627","SG",8.8,2.4,2.1,2020
"3628","SG",5.3,2,4,2020
"3629","C",3.4,1,3.3,2020
"3630","PG",7.4,2.9,2.7,2020
"3631","PF",9.3,1.9,6.2,2020
"3632","SF",11,1.1,3.3,2020
"3633","C",7.6,1,4.5,2020
"3634","PG",20.8,6.6,5.2,2020
"3635","SG",2,0.6,1.2,2020
"3636","PF",1.9,0.3,1.1,2021
"3637","PF",18.6,2.4,4.9,2021
"3638","SG",6.5,1.3,3.2,2021
"3639","PF",7,8.9,7.2,2021
"3640","PF",9.5,1.3,3.2,2021
"3641","PG",2.5,0.1,1.1,2021
"3642","C",11.5,0.7,5.8,2021
"3643","C",2.5,1.2,4,2021
"3644","SG",12,1.9,1.8,2021
"3645","SG",5.7,2.8,4.4,2021
"3646","SF",15.4,1.3,6,2021
"3647","SF",7.2,1.6,3.4,2021
"3648","C",4.1,2,5.3,2021
"3649","PF",6.5,1,6.5,2021
"3650","PG",5.6,0.4,1,2021
"3651","PG",4.1,2.3,1.5,2021
"3652","PG",32,5.8,5.5,2021
"3653","SG",1.8,0.8,1,2006
"3654","SF",6.7,1,1.3,2006
"3655","PF",7.8,1.1,5.3,2006
"3656","C",7.3,1.9,11.3,2006
"3657","SG",3.6,0.6,1.7,2006
"3658","PG",18.5,8.6,3.1,2006
"3659","C",0.9,0.2,1.9,2006
"3660","PF",2.3,0.1,1.1,2006
"3661","C",3.6,0.1,2.6,2006
"3662","PG",2.9,2.1,1.3,2006
"3663","SG",5,0.8,2.1,2006
"3664","PF",15.1,2.3,6.8,2006
"3665","SG",20.1,3.4,3.3,2006
"3666","SF",14.1,2.3,4.3,2006
"3667","PG",7.6,1.4,2.2,2006
"3668","PG",3.6,2,1.8,2018
"3669","SG",12,3.5,3,2018
"3670","C",1.5,0.6,3.3,2018
"3671","SF",16.1,3.9,5.4,2018
"3672","C",13,1.7,4,2018
"3673","C",5,0.7,2.5,2018
"3674","PF",1,0,0.5,2018
"3675","PG",3,0.9,1.9,2018
"3676","PG",15.2,4.8,2.1,2018
"3677","C",3.7,0.6,2.8,2018
"3678","SG",7.9,1.3,4.2,2018
"3679","C",16.1,2.6,8,2018
"3680","SG",13.4,2.2,5.2,2018
"3681","PF",16.1,1.8,6.2,2018
"3682","PG",10.2,7.2,6.9,2018
"3683","SF",2,1,0,2018
"3684","C",1.5,0.4,1.1,2018
"3685","SF",4.4,0.4,2.2,2018
"3686","PG",4.1,1.9,1.8,2018
"3687","SG",0.6,0.6,0.2,2018
"3688","PG",9.2,3.1,2.7,2019
"3689","SG",0,0,0.6,2019
"3690","SF",18.3,3,5.1,2019
"3691","PG",0.9,0.7,1.1,2019
"3692","C",12,0.7,7.5,2019
"3693","SF",4.5,2.2,8.2,2019
"3694","C",6.5,0.5,4.1,2019
"3695","SG",7.8,1.4,3.7,2019
"3696","SG",11.4,1.3,2.9,2019
"3697","PF",18.7,2.5,5.5,2019
"3698","SG",7.2,2.1,3.2,2019
"3699","SF",27.4,8.3,8.4,2019
"3700","PG",9.9,5.4,5.3,2019
"3701","PF",7,1,2.3,2019
"3702","PF",7,1.2,3.8,2019
"3703","C",4.8,0.6,2,2019
"3704","PG",9.2,8,5.2,2019
"3705","SG",11.3,2,2.7,2019
"3706","PG",2.5,0.8,0,2019
"3707","C",3.1,0.7,5.6,2019
"3708","PG",5.5,1.9,2,2020
"3709","PF",26.1,3.2,9.3,2020
"3710","SG",8.6,1.3,2.4,2020
"3711","SG",8,1.3,3.4,2020
"3712","C",6,1,5,2020
"3713","SG",11.1,2,2.4,2020
"3714","C",7.5,0.7,7.4,2020
"3715","SG",2.8,0.5,0.8,2020
"3716","C",6.6,0.5,5.7,2020
"3717","PF",1.5,0.6,1.1,2020
"3718","SG",9.3,1.6,2.1,2020
"3719","PF",1.4,0.4,0.6,2020
"3720","PF",12.8,1.3,4.5,2020
"3721","PG",25.3,10.2,7.9,2020
"3722","PF",9.7,1.3,3.8,2020
"3723","PG",5.1,1.1,1.2,2020
"3724","PG",7.1,5,3,2020
"3725","SG",5.7,1,1.1,2020
"3726","PG",6.4,2.8,2.9,2021
"3727","SF",3.1,0.2,1.4,2021
"3728","C",14.9,2,12,2021
"3729","PF",21.8,3.1,7.9,2021
"3730","SG",7.7,0.7,1.9,2021
"3731","SG",15.4,5.8,3.5,2021
"3732","PF",2,0.1,1.6,2021
"3733","PF",0.5,0.4,1.7,2021
"3734","SG",9.7,1.9,2.7,2021
"3735","PF",0.8,0.1,1.3,2021
"3736","SF",12.9,1.9,6.1,2021
"3737","PG",25,7.8,7.6,2021
"3738","C",5,2.1,4.1,2021
"3739","PF",6.7,1.2,4.4,2021
"3740","C",13.5,1.1,6.2,2021
"3741","SG",9,2.8,2.6,2021
"3742","SG",4.8,0.9,1.6,2021
"3743","SF",9.7,1.3,3.2,1991
"3744","PG",5.4,2.9,1.5,1991
"3745","PG",19.7,7.1,3.1,1991
"3746","SG",7.3,3,3.8,1991
"3747","C",12.5,1.6,5.9,1991
"3748","PF",3.6,0.2,3,1991
"3749","C",10,0.8,8.9,1991
"3750","PF",3,0.3,2,1991
"3751","C",2.6,0.2,2.3,1991
"3752","SG",5.6,1.8,1.1,1991
"3753","PF",8.8,0.8,6.4,1991
"3754","PF",11.4,3.5,7.6,1991
"3755","SG",19.9,3.8,3.2,1991
"3756","C",20.4,2.4,11,1991
"3757","PG",4.4,0.6,0.7,1991
"3758","SG",1.5,0,0,2004
"3759","PG",4.4,2.4,2.2,2004
"3760","SF",6.9,1.4,3,2004
"3761","PG",6,3,2.1,2004
"3762","SG",4,0.6,2.3,2004
"3763","SF",9.2,1.9,4.5,2004
"3764","PG",3.3,1.5,1.5,2004
"3765","C",3.4,0.2,2.1,2004
"3766","PF",7.9,1,4.7,2004
"3767","SG",12.8,3.8,4.5,2004
"3768","SG",1.2,0.1,0.4,2004
"3769","C",8.7,1.4,7.7,2004
"3770","PF",4.8,1.2,3.3,2004
"3771","SG",5,0.6,1.3,2004
"3772","PG",3.7,0.8,0.7,2004
"3773","PF",22.3,3.1,12.5,2004
"3774","PG",14.7,5.5,3.2,2004
"3775","SG",5.5,2.3,1.9,2005
"3776","PF",7,1,2.5,2005
"3777","SG",6.5,1.3,2,2005
"3778","C",7.7,1.1,6.1,2005
"3779","C",2.7,0.3,2.5,2005
"3780","PG",12.5,4.9,2.6,2005
"3781","SF",6.2,0.8,4.3,2005
"3782","SF",3.7,2,4,2005
"3783","SG",10.3,1.9,2,2005
"3784","C",4.6,0.9,3.8,2005
"3785","C",11.7,1.3,8.9,2005
"3786","SG",5.6,2.1,2.1,2005
"3787","SF",14.2,1.6,4.4,2005
"3788","PF",1.5,0,2,2005
"3789","C",3.1,0.3,2.4,2005
"3790","PF",4,0.9,2.7,2005
"3791","PF",10.8,2.2,8.9,2005
"3792","PG",11.5,6,3,2005
"3793","C",0.8,0.2,0.2,2015
"3794","C",9.8,1.3,6.5,2015
"3795","C",1.6,0.1,1.3,2015
"3796","SG",8,2.2,3.6,2015
"3797","SG",12.1,2.8,3.1,2015
"3798","SF",4.4,0.4,1.1,2015
"3799","SG",2.7,0.5,0.8,2015
"3800","C",3.6,0.8,4.7,2015
"3801","PF",16.4,2.2,9.8,2015
"3802","PG",21.7,5.2,3.1,2015
"3803","SF",25.3,7.4,6,2015
"3804","SG",4.8,3,1.9,2015
"3805","SF",2.1,0.9,1.8,2015
"3806","SF",4.8,0.9,3.5,2015
"3807","C",9.7,0.7,7.3,2015
"3808","PF",8.5,0.5,8,2015
"3809","PG",1.9,1,0.6,2015
"3810","C",2,0.1,2.3,2014
"3811","SG",3.7,0.4,1.7,2014
"3812","PF",11.1,1.2,5.1,2014
"3813","SF",2.3,0.3,1.2,2014
"3814","PG",17.7,5.5,4.7,2014
"3815","SG",15.8,1.5,3.4,2014
"3816","SG",20.3,5.9,3.2,2014
"3817","PG",3.7,2.6,1.8,2014
"3818","PG",7.5,1.6,1.9,2014
"3819","SF",9.7,1.1,3.9,2014
"3820","PF",13.8,1.8,6,2014
"3821","C",8.1,0.5,7.9,2014
"3822","SF",9.4,1.7,6.5,2014
"3823","PF",1.4,0.1,1.8,2014
"3824","C",1,0.1,0.9,2014
"3825","C",11.1,1.1,5.6,2019
"3826","PF",5.1,0.8,3.6,2019
"3827","SG",3,1.2,2.4,2019
"3828","SG",8.4,2.5,4.4,2019
"3829","C",10.8,1.4,7.5,2019
"3830","C",4,0.6,4,2019
"3831","C",3,0,2.2,2019
"3832","PG",3.2,1.9,1.7,2019
"3833","PF",19.5,2,9.8,2019
"3834","SG",3,0,0,2019
"3835","SF",3.7,0.5,1.8,2019
"3836","SG",11.6,2.3,3.9,2019
"3837","SG",9.7,2.9,3.3,2019
"3838","C",4.4,0.9,2.2,2019
"3839","PF",5.9,1,4.3,2019
"3840","SF",13.5,2.1,3.6,2019
"3841","PG",19.1,8.1,3.7,2019
"3842","PF",7.4,1.1,2.5,2019
"3843","C",8,0.9,5.8,2020
"3844","SG",15.1,3.4,3.4,2020
"3845","SG",19.2,3,4.6,2020
"3846","PF",1,0.4,1.6,2020
"3847","PG",6.4,3.5,2.6,2020
"3848","SG",3.8,0.5,1.4,2020
"3849","PG",21.1,6.8,3.9,2020
"3850","C",6,0,7,2020
"3851","PF",14.5,2.2,5,2020
"3852","C",6.9,1.3,4.1,2020
"3853","PF",14,1.8,5.6,2020
"3854","SF",2.5,0.5,0.9,2020
"3855","SF",8.8,1.4,4.3,2020
"3856","SG",1.3,0.3,0.3,2020
"3857","C",14.2,0.8,7.4,2020
"3858","PF",11.5,2.8,6.3,2020
"3859","C",12.3,1,8.2,2020
"3860","PG",4.4,1.4,1,2020
"3861","C",6.6,0.8,4,2021
"3862","PF",3.1,0.4,1.9,2021
"3863","C",0,1,1,2021
"3864","SG",31.3,4.4,4.7,2021
"3865","PG",1.9,0.5,0.4,2021
"3866","SF",4.3,0.7,3.1,2021
"3867","PF",7,0.5,4.2,2021
"3868","SF",6.3,1.2,4.8,2021
"3869","PF",11.5,0.9,2.9,2021
"3870","SG",5.5,0.4,1.4,2021
"3871","SF",2,0.6,1.7,2021
"3872","PG",6.7,3.9,3.4,2021
"3873","SG",4.9,1.5,2.2,2021
"3874","PG",8.7,2.3,2.4,2021
"3875","C",9,0.8,3.8,2021
"3876","PF",13.8,1.4,5.5,2021
"3877","PG",22.2,11.7,11.6,2021
"3878","C",14.3,1.5,6.1,2021
"3879","PF",10.7,0.8,4.8,2017
"3880","PF",12.8,2.2,6.4,2017
"3881","SG",9.2,1.6,2.6,2017
"3882","C",11.8,1.2,4.8,2017
"3883","PG",11,4.3,4,2017
"3884","C",20.2,2.1,7.9,2017
"3885","SF",7.1,0.9,3.2,2017
"3886","PF",4,0.7,1.7,2017
"3887","SG",9.5,2.4,2.9,2017
"3888","C",9.8,1,5.4,2017
"3889","SF",12.9,1.5,6.5,2017
"3890","PG",7.8,5.1,2.3,2017
"3891","C",8.2,0.7,4.7,2017
"3892","PG",6.9,6.6,3.1,2017
"3893","C",4.9,0.5,2.8,2017
"3894","SF",6.4,1.1,2.2,2017
"3895","SG",0,0,0,2006
"3896","PG",5.1,1.7,0.9,2006
"3897","SG",5.8,1.7,2.2,2006
"3898","SF",7.5,1.5,3.9,2006
"3899","C",1.7,0.5,2.1,2006
"3900","SG",15.1,3.6,3.5,2006
"3901","SG",2.6,0.2,1.5,2006
"3902","SG",10.1,1.5,3.2,2006
"3903","C",6.2,0.5,5.2,2006
"3904","PG",5.5,1.9,1.4,2006
"3905","C",4.5,0.4,3.8,2006
"3906","PF",5.1,1.3,3.8,2006
"3907","PF",3.2,0.3,1.7,2006
"3908","PF",18.6,3.2,11,2006
"3909","PG",18.9,5.8,3.3,2006
"3910","PF",2.8,0.3,3.5,2016
"3911","PF",6.9,0.5,3.6,2016
"3912","PG",1,0.4,0,2016
"3913","C",3.9,0.4,3.6,2016
"3914","PG",1.6,0.8,0.8,2016
"3915","PF",7.4,0.9,4.8,2016
"3916","PF",5.7,0.6,3.1,2016
"3917","SG",3.5,1.5,1,2016
"3918","PG",9.2,3.1,2.1,2016
"3919","SF",8.3,1.9,3.3,2016
"3920","C",16.6,3.8,6.9,2016
"3921","PG",10.3,3.8,2.6,2016
"3922","SF",10,2.1,5.5,2016
"3923","PG",15.3,6.1,3,2016
"3924","SF",6.2,0.6,2.7,2016
"3925","PG",3.3,1.5,1.2,2016
"3926","PG",1.5,0.7,0.6,2016
"3927","C",3.4,0.3,2.7,2016
"3928","SG",8.4,1.1,4.6,2016
"3929","SG",6.6,0.9,2.4,2016
"3930","SG",5.7,1.6,2.2,2016
"3931","PF",15.3,2.1,7.7,2016
"3932","PF",4.4,0.3,3,2007
"3933","PF",4.5,1.1,2.1,2007
"3934","PG",13.2,4.6,1.8,2007
"3935","SG",7.5,0.9,2,2007
"3936","PG",7.5,4.8,2.2,2007
"3937","PF",12.7,0.9,5.1,2007
"3938","PG",5.2,3.1,2.3,2007
"3939","PG",5.6,3.2,3.1,2007
"3940","PF",5.2,0.6,4.9,2007
"3941","SG",18.5,4.3,5.4,2007
"3942","C",20.8,3.4,9.8,2007
"3943","SF",10.8,1.3,4.5,2007
"3944","PF",1.5,0.3,1.7,2007
"3945","C",7.8,0.3,4.7,2007
"3946","SG",7.7,0.9,2,2007
"3947","PF",4.2,0.3,2.1,2008
"3948","C",6,0.3,3.8,2008
"3949","SF",3.8,2.2,2.2,2008
"3950","PG",5.8,1.6,1.6,2008
"3951","PG",7.8,3,2,2008
"3952","SG",8.8,1.3,3,2008
"3953","SF",7.9,1.4,5,2008
"3954","SG",24.6,6.9,4.2,2008
"3955","C",7.1,0.6,4.3,2008
"3956","PG",8.8,4.6,2,2008
"3957","PF",3.5,0.1,3.9,2008
"3958","SF",7.6,1.6,4,2008
"3959","SF",5.6,1.2,2.4,2008
"3960","PG",6.6,1.7,1.2,2008
"3961","C",8.4,0.6,3.8,2008
"3962","SF",13.8,3.4,4.3,2008
"3963","PF",15.4,2.2,10.2,2008
"3964","PF",5.2,0.2,3.3,2008
"3965","PF",12,1.4,9.1,2008
"3966","C",8.6,3.2,3.4,1992
"3967","C",9,1.3,4.9,1992
"3968","SF",28.1,3.8,7.1,1992
"3969","SF",12.7,1.4,3.2,1992
"3970","C",2,0.2,1,1992
"3971","SF",3.9,0.8,2.2,1992
"3972","C",3.1,1.7,3.4,1992
"3973","PF",18.3,2.1,15.6,1992
"3974","PG",4.6,3.3,1.7,1992
"3975","PG",3.8,3.4,1.6,1992
"3976","SG",10.1,2.2,2.9,1992
"3977","SG",3.4,0.7,0.9,1992
"3978","PG",13,5.5,2.7,1992
"3979","SG",13.3,2.5,5.1,1992
"3980","PG",8.5,0.5,1,1992
"3981","SG",8.6,3.7,2.2,2013
"3982","SF",12.4,2.8,5.7,2013
"3983","SG",5.8,4.6,2.8,2013
"3984","SF",9.4,1.1,3.1,2013
"3985","PF",8.7,0.8,5.1,2013
"3986","PF",12,0.6,5.5,2013
"3987","C",4,0.4,3.4,2013
"3988","PG",11.3,4,2.8,2013
"3989","SF",6.7,0.4,3.3,2013
"3990","PF",18.3,2.3,14,2013
"3991","SF",2.5,0.8,1,2013
"3992","SG",11.5,3.8,2.5,2013
"3993","SG",4.9,1.3,2.4,2013
"3994","SF",5,0.7,2.8,2013
"3995","C",16.3,0.9,8.8,2013
"3996","PG",10.7,7.3,4,2013
"3997","PG",0.3,0,0.3,2013
"3998","SG",10.3,2.5,2.3,2015
"3999","C",14.8,1.6,4.4,2015
"4000","SF",24.2,3.1,6.6,2015
"4001","SF",5.4,0.9,2.5,2015
"4002","C",5.5,1.2,5.6,2015
"4003","C",8,1.7,4,2015
"4004","PG",9.1,4.7,3,2015
"4005","PF",7.1,1.1,3.1,2015
"4006","PG",11.8,3.3,4.2,2015
"4007","PF",4.9,1.3,5.1,2015
"4008","PF",5.9,1,4.5,2015
"4009","SG",5.3,1.1,2.1,2015
"4010","C",4,0.9,5.3,2015
"4011","PG",6.2,3,2.3,2015
"4012","SG",11.5,1.8,2.3,2015
"4013","SF",3.9,0.8,2.1,2015
"4014","PF",2.3,0.1,1,2009
"4015","PF",1,0.3,3.1,2009
"4016","PF",13.2,4.1,5.4,2009
"4017","SF",2.6,0.4,1,2009
"4018","PG",11.8,3.5,1.8,2009
"4019","C",2.3,0.4,3.6,2009
"4020","SG",4.8,1.5,2,2009
"4021","PF",2,0,2,2009
"4022","C",13.2,0.6,10.1,2009
"4023","SF",16.6,2.7,7.8,2009
"4024","SF",4.1,0.6,1.8,2009
"4025","C",2.7,0.2,2,2009
"4026","SG",11.9,2.1,3.6,2009
"4027","PG",14.2,6.7,3.8,2009
"4028","PF",3.9,0.4,2.8,2009
"4029","PG",2.4,0.8,1,2009
"4030","SF",6.9,1,2.9,2009
"4031","C",1.7,0,0.7,2010
"4032","PF",11.3,4,5.2,2010
"4033","PG",6.4,2.4,1.2,2010
"4034","C",1.2,0.2,2.4,2010
"4035","SF",3.3,0.3,1.3,2010
"4036","SG",2.6,0.3,1.2,2010
"4037","SF",18.2,2.1,10.1,2010
"4038","SG",9.1,3,3.1,2010
"4039","C",7.9,0.5,5.3,2010
"4040","PG",12.1,5.6,3.6,2010
"4041","SG",4.2,0.3,1.9,2010
"4042","SG",20.6,3.7,5,2010
"4043","C",3.6,0.5,3.2,2010
"4044","PF",9.4,1,6.2,2010
"4045","C",6.5,0.3,6.2,2010
"4046","C",4.2,0.3,2.3,2011
"4047","PF",9.6,1.1,6.4,2011
"4048","C",21.4,1.8,5.2,2011
"4049","SG",17.2,1.8,3.8,2011
"4050","PF",7.7,0.6,7.1,2011
"4051","SF",7.1,2.3,3.8,2011
"4052","PG",9.2,3.7,2.4,2011
"4053","C",3.1,0.6,4.4,2011
"4054","PG",9.8,8.9,2.9,2011
"4055","SF",3.6,1.1,2.3,2011
"4056","SG",13.3,2.1,1.7,2011
"4057","SF",11.2,1,4.5,2011
"4058","PG",2,1,0.3,2011
"4059","PF",4.4,1.3,11.5,2011
"4060","SF",0.7,0.3,1,2011
"4061","C",0.5,0.2,1.2,2011
"4062","SF",9.2,1.8,2.6,2011
"4063","C",6.5,0.7,4.6,2015
"4064","PF",24.4,2.2,10.2,2015
"4065","PF",5.2,0.8,3.9,2015
"4066","SF",0.4,0.4,0.2,2015
"4067","SG",2.8,0.9,0.6,2015
"4068","SG",13.4,3.8,2.6,2015
"4069","PG",1.5,3.3,0.3,2015
"4070","C",2.6,0.3,1.7,2015
"4071","PG",3.6,1.2,0.8,2015
"4072","SF",2,0.6,1,2015
"4073","PG",14.8,6.9,3.4,2015
"4074","SF",4.1,0.4,1.8,2015
"4075","PG",2,1,1.6,2015
"4076","PG",7.6,3.4,2.1,2015
"4077","SF",7.2,1.3,2.6,2015
"4078","PF",13.7,0.9,4.9,2015
"4079","SG",4.3,2,1.9,2015
"4080","SG",16.6,6.6,5.2,2015
"4081","C",7.3,0.9,9.8,2015
"4082","C",6,0.5,4.6,2016
"4083","SF",4.5,1,3.3,2016
"4084","C",24.3,1.9,10.2,2016
"4085","SG",5.6,1.1,3.5,2016
"4086","SF",6.1,1,2.9,2016
"4087","SG",15.2,2.7,2.2,2016
"4088","SF",7.2,1,2,2016
"4089","SF",11.4,2.3,5.6,2016
"4090","PG",16.8,6,3,2016
"4091","C",2.5,0.8,3.5,2016
"4092","SF",7,1.1,3.1,2016
"4093","PG",0,2,0,2016
"4094","PG",10.6,3.7,3.3,2016
"4095","SG",3.7,0.3,2.2,2016
"4096","PF",17,1.1,6,2016
"4097","PG",5.1,3.2,2.1,2016
"4098","PG",8.7,2.6,2.3,2016
"4099","SG",15.2,6.6,5.2,2016
"4100","C",4,0.4,6.1,2016
"4101","C",5.3,0.3,4.6,2017
"4102","C",28,2.1,11.8,2017
"4103","SF",2.8,0,0.3,2017
"4104","PF",5.1,0.2,4.3,2017
"4105","PF",6.6,0.6,4.1,2017
"4106","C",27,4.6,11,2017
"4107","PF",4.4,0.9,3,2017
"4108","SG",9.6,2.2,2.1,2017
"4109","SG",5.1,0.9,2.8,2017
"4110","PG",3,2.5,0,2017
"4111","SG",14.1,3,1.8,2017
"4112","PG",15.4,7.3,4,2017
"4113","PG",5.6,1.9,0.5,2017
"4114","SF",4.5,0.7,1,2017
"4115","SF",7,1.8,3.8,2017
"4116","PG",7.1,5.2,2.6,2017
"4117","C",2.7,0.5,5.2,2017
"4118","SF",1.5,0.1,0.5,2018
"4119","SF",10,0.8,2.2,2018
"4120","SG",23,5.2,3.9,2018
"4121","PG",8,2.9,2.9,2018
"4122","PG",8.6,3.2,2.4,2018
"4123","C",6.9,0.7,4.8,2018
"4124","C",12.7,1.1,8.6,2018
"4125","PG",16.2,6.9,5.5,2018
"4126","PG",2.3,0.9,1.1,2018
"4127","C",2.5,0.4,1.8,2018
"4128","SG",3.4,0.5,1.3,2018
"4129","SF",2.5,0.2,1,2018
"4130","SG",5.5,1.3,1.7,2018
"4131","SF",5.9,0.7,2.5,2018
"4132","PF",7.3,2,4.5,2018
"4133","PF",12.6,0.8,6.3,2018
"4134","SF",4.7,0.4,3.4,2019
"4135","SF",5.7,3.2,3.7,2019
"4136","C",3.5,1,5,2019
"4137","C",5.4,1.2,3.1,2019
"4138","SG",4.9,0.4,2.1,2019
"4139","C",16.3,3.6,8.2,2019
"4140","PF",7.4,6.9,7.3,2019
"4141","SG",1.3,0.8,0.8,2019
"4142","PF",6.3,1.3,4,2019
"4143","C",3.3,1.1,2.7,2019
"4144","SF",26,5.9,6.3,2019
"4145","C",6.3,1.5,5.2,2019
"4146","SG",21.5,2.4,3.9,2019
"4147","PF",4.2,0.1,1.2,2019
"4148","PG",6.9,1.6,2.1,2019
"4149","PG",4,1.8,1.9,2019
"4150","PG",27.3,5.2,5.4,2019
"4151","SF",4.6,0.4,2.8,2020
"4152","C",17.7,2.7,15.2,2020
"4153","C",4.4,0.3,3,2020
"4154","SF",11,2.4,3.6,2020
"4155","PG",20.8,3,3.1,2020
"4156","SG",4.5,1.1,1.9,2020
"4157","SG",12.3,3.9,1.9,2020
"4158","PF",1.7,0.2,1.6,2020
"4159","SG",0,0,0,2020
"4160","PF",17.6,3.2,9.8,2020
"4161","SF",10,2.2,3.2,2020
"4162","PF",10.1,2.2,7.3,2020
"4163","SG",2,0,0,2020
"4164","C",0,0,2,2020
"4165","SG",0.5,0.3,0.8,2020
"4166","PG",3.1,3.2,1.3,2020
"4167","PF",12,2.1,10.2,2020
"4168","PF",5.2,0.8,5,2021
"4169","SG",1.2,0.8,3,2021
"4170","PF",11,3,4.9,2021
"4171","PG",8.8,1.6,5.4,2021
"4172","PG",4,3,1.1,2021
"4173","C",7.5,1.6,7.5,2021
"4174","SG",1,0,0.5,2021
"4175","PG",24.6,10.8,7.9,2021
"4176","C",11,1.6,3.9,2021
"4177","SF",14.1,1.9,3.6,2021
"4178","PF",26.9,5.6,7.1,2021
"4179","PG",26.9,6,4.8,2021
"4180","C",13.5,1.9,4.5,2021
"4181","SG",9.3,1.6,1.9,2021
"4182","PG",7.7,4.2,2.4,2021
"4183","C",6.6,0.9,5.1,2021
"4184","PF",0,0.3,0.3,2021
"4185","PF",3,0.5,2.8,2021
"4186","SG",6.7,3,4.3,2021
"4187","SF",6.4,1.2,2.2,2021
"4188","SG",5.4,1.2,2,2021
"4189","SG",8.5,1.3,1.5,1994
"4190","PF",3.1,0,2.9,1994
"4191","C",9.8,1.3,5.1,1994
"4192","C",2.2,0.7,5.6,1994
"4193","C",1.3,0.2,0.8,1994
"4194","PF",4.1,0.7,3,1994
"4195","PF",6.4,0.7,7.4,1994
"4196","PG",14.8,6.9,2.7,1994
"4197","SG",20.4,3.8,2.2,1994
"4198","PG",10.3,4.8,2.3,1994
"4199","SF",2.9,0.4,1.6,1994
"4200","SG",3.9,1.2,0.9,1994
"4201","PF",5.9,1.1,4.9,1994
"4202","SF",12.1,2.7,3.6,1994
"4203","PF",17.3,2.2,8.4,1994
"4204","SG",2,0,0.3,1994
"4205","SG",14.5,2.2,2.2,1995
"4206","PF",2.7,0.5,2.3,1995
"4207","C",3.9,0.2,3,1995
"4208","SF",19.9,5,6.4,1995
"4209","SF",1.2,0.5,2.4,1995
"4210","SG",18.1,5.5,2.4,1995
"4211","PG",6.5,4.1,2.3,1995
"4212","PG",7.5,3.8,1.8,1995
"4213","SG",5,1.1,1.4,1995
"4214","C",7.5,0.3,6.1,1995
"4215","C",1.8,0.2,0.5,1995
"4216","PG",4.2,2.7,1.3,1995
"4217","PF",8.5,1.5,7.4,1995
"4218","SF",8.3,1.4,3,1995
"4219","PF",15.5,2.2,7.7,1995
"4220","SG",19.7,3,3.7,1996
"4221","PF",3.8,0.2,2.9,1996
"4222","C",2.4,0.1,1.8,1996
"4223","SF",20.2,6.9,9.8,1996
"4224","PG",11.8,4,2,1996
"4225","PG",8.5,2.4,2.5,1996
"4226","SF",1.8,0.3,1.6,1996
"4227","PG",3.2,0.7,0.9,1996
"4228","C",3.2,0.1,2.8,1996
"4229","SG",4.6,0.6,1.9,1996
"4230","PF",14.2,1.9,8.4,1996
"4231","SG",2.4,1.7,2.4,1996
"4232","PF",9.4,1.2,4.3,1996
"4233","C",4.5,0.2,4,1996
"4234","SG",14.8,2.2,2.9,1997
"4235","PF",6.3,0.7,5.3,1997
"4236","PF",10.8,2.8,9.8,1997
"4237","PG",5.2,4.1,2.8,1997
"4238","PG",9.3,6.1,2.9,1997
"4239","SF",2,0.3,0.3,1997
"4240","PF",1.9,0.2,1.4,1997
"4241","SG",13.8,2.8,2.7,1997
"4242","SF",4.8,0.5,2.3,1997
"4243","SF",12.8,2.3,5.2,1997
"4244","C",22.4,2,10.6,1997
"4245","PG",1.5,0.8,0.5,1997
"4246","PF",1.8,0.4,0.6,1997
"4247","SG",18.4,2.6,3.3,1998
"4248","SG",2.8,0.4,0.9,1998
"4249","PF",0.6,0,0.9,1998
"4250","PG",2,0.9,0.5,1998
"4251","PF",4.9,0.5,4.5,1998
"4252","PF",9,2.5,9.2,1998
"4253","PG",7.8,5.7,3.4,1998
"4254","PG",6.3,3.9,2.4,1998
"4255","C",3.1,0.4,5.4,1998
"4256","SF",9.7,1.7,5.1,1998
"4257","PF",1.4,0.1,1.1,1998
"4258","SG",12.9,2.7,2.8,1998
"4259","SF",15.5,2.1,5.7,1998
"4260","C",20.8,1.1,10.2,1998
"4261","SG",1.6,0.3,1.2,1998
"4262","PF",6.3,0.6,3.8,1998
"4263","SG",16.3,2.7,3,1999
"4264","PF",2.1,0.4,1.4,1999
"4265","PG",7.6,5.4,3.5,1999
"4266","PG",6.8,4,2.8,1999
"4267","C",2.5,0.2,4.2,1999
"4268","SG",0.7,0.3,0.5,1999
"4269","C",1.7,0,1,1999
"4270","PF",8.1,1.1,5.7,1999
"4271","PF",12,2.4,5.8,1999
"4272","SF",16.4,2.5,4.2,1999
"4273","C",7.2,0.3,5.5,1999
"4274","C",17.3,1.1,9.9,1999
"4275","PG",1,1.1,0.6,1999
"4276","SG",19.7,2.7,3.3,2000
"4277","C",3.1,0.2,3.1,2000
"4278","PG",7.3,4.2,3.2,2000
"4279","PG",5.3,4,2,2000
"4280","C",1.2,0.1,2.9,2000
"4281","SG",0.3,0.4,0.2,2000
"4282","PF",1.2,0,1.4,2000
"4283","SF",6.5,0.4,2.3,2000
"4284","PF",8,1,6.3,2000
"4285","PF",10.7,2.5,5.4,2000
"4286","SF",18.6,4,4.3,2000
"4287","C",10.2,0.8,7.8,2000
"4288","C",15,0.9,9.8,2000
"4289","PG",1.9,1.3,0.7,2000
"4290","SG",18.7,2.2,3.7,2001
"4291","PG",7.1,4.5,2.6,2001
"4292","C",2.2,0.1,2,2001
